nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Latisha Tognetti,25,hombre,Valladolid,San vicente del palacio,find de semana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/800.jpg,41.2191791,-4.8514466
Yanelis Fernandez villaran,71,hombre,Alava,Harana/valle de arana,estresemana,tarde,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1520.jpg,42.7442025,-2.360863
Ali Sanchez escobero,18,mujer,Asturias,Pesoz,find de semana,noche,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1236.jpg,43.257,-6.8755
Owen Boutarfas,40,hombre,Navarra,Orreaga/roncesvalles,find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1885.jpg,43.0092197,-1.3199133
Sherril Binet,23,mujer,Badajoz,Garlitos,find de semana,mañana,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1906.jpg,38.8804297,-5.0483148
Kris Gonzalez quiros,35,hombre,Girona,Colomers,find de semana,noche,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/358.jpg,42.0857959,2.9853196255154586
Cartier Hssaini,98,hombre,Burgos,Villaquirán de los infantes,estresemana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/348.jpg,42.2268384,-4.0087348
Taffany Buzzian,37,hombre,Girona,Sant pere pescador,find de semana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1803.jpg,42.1899836,3.0837479
Keeli Kanga,21,hombre,Guadalajara,"Pobo de dueñas, el",estresemana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/195.jpg,40.780451,-1.6445239373014746
Aurelie Urrieta,79,mujer,Palencia,Berzosilla,find de semana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/31.jpg,42.7801605,-4.0376393
Lakysha Bureu,45,hombre,Melilla,Melilla,estresemana,mañana,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1747.jpg,35.29291145,-2.950720236037561
Shoua Ferretti,64,mujer,La_rioja,Enciso,estresemana,tarde,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/699.jpg,42.1487237,-2.2689829
Maricela Cavielles,72,mujer,Navarra,Baztan,find de semana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/106.jpg,43.1628957,-1.4935352360725216
Nichoal El oumari,55,hombre,Huelva,Villanueva de las cruces,estresemana,tarde,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/22.jpg,37.6278281,-7.0241314
Andru Marzano,34,hombre,Salamanca,Aldearrodrigo,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/777.jpg,41.1111845,-5.8063091
Landis Bikri,28,hombre,Madrid,Robledo de chavela,find de semana,tarde,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/412.jpg,40.5009201,-4.2380999
Cletus Golobart,79,mujer,Santa_cruz_de_tenerife,"Victoria de acentejo, la",find de semana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/23.jpg,28.4394239,-16.4403522
Tierney Santagueda,47,hombre,Lleida,Agramunt,find de semana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/340.jpg,41.7876693,1.0986828
Genieve Staniszewski,83,mujer,Huelva,San juan del puerto,find de semana,mañana,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1499.jpg,37.3142155,-6.8407764
Crystalann Arguiarro,24,hombre,Valladolid,Salvador de zapardiel,estresemana,tarde,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/737.jpg,41.1170881,-4.8755215
Deara Sanz cruzado,80,hombre,Huelva,San silvestre de guzmán,find de semana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/578.jpg,37.3894253,-7.3478655
Wilfred Gonzalez salvador,37,hombre,Zaragoza,Gelsa,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/92.jpg,41.4079032,-0.460746
Min Vallalta,44,mujer,Islas_baleares,Llubí,estresemana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/692.jpg,39.7003358,3.0042475
Joylyn Boboaca,73,hombre,Melilla,Melilla,find de semana,tarde,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1574.jpg,35.29291145,-2.950720236037561
Donta Herold,90,hombre,Alava,Erriberagoitia/ribera alta,find de semana,tarde,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1633.jpg,42.797996749999996,-2.9040572861902803
Wyatt Juviño,68,mujer,Alicante,Castalla,estresemana,noche,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/746.jpg,38.5957233,-0.6702617
Larisa Sarhane,38,mujer,Lugo,"Incio, o",estresemana,noche,disco,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1634.jpg,42.664536,-7.3172623
Anup Tejas,84,hombre,Vizcaya,Garai,find de semana,tarde,bar,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/874.jpg,43.1941174,-2.6117318
Genine Parull,24,mujer,Navarra,Lezáun,find de semana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/419.jpg,42.7778491,-1.9942909
Latisia Ricoma,27,mujer,Cuenca,Honrubia,find de semana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1891.jpg,39.613532,-2.2807538
Deseray Cassano,86,mujer,Badajoz,"Santos de maimona, los",find de semana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1614.jpg,38.46321395,-6.379962276284038
Johny Morutan,67,hombre,Almeria,Turrillas,find de semana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/237.jpg,37.0296546,-2.2649013
Breane Suin,68,mujer,Las_palmas,"Palmas de gran canaria, las",find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1028.jpg,28.1288694,-15.4349015
Josph Botillo,40,mujer,Huelva,Cumbres de enmedio,find de semana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/658.jpg,38.0731247,-6.6935095
Rosey Baert,88,mujer,Huesca,Valle de lierp,estresemana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1428.jpg,42.38288045,0.48957352849517655
Jeannette Ugwu,75,hombre,Huelva,Galaroza,find de semana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1471.jpg,37.9264058,-6.7052981
Sherkia Neykova,49,hombre,A_coruna,Oleiros,estresemana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/529.jpg,43.3330642,-8.3170764
Krizia Khayali,76,mujer,Guadalajara,Pinilla de jadraque,estresemana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1241.jpg,41.0202461,-2.9430528
Cornelia Orrala,34,mujer,Alicante,Benillup,estresemana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1224.jpg,38.7535607,-0.3788159
Leeah Baneira,74,hombre,Granada,Lecrín,find de semana,tarde,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1130.jpg,36.942845500000004,-3.5303126769619655
Nhut Saulean,60,mujer,Sevilla,"Real de la jara, el",find de semana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/298.jpg,37.9531648,-6.1545975
Arnetta Marchiran,65,hombre,Santa_cruz_de_tenerife,"Guancha, la",estresemana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1005.jpg,17.9635281,-66.6181995
Holli Ruiz de oña,97,mujer,Valencia,Barxeta,find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1021.jpg,39.0225353,-0.4165167
Sina Buleandra,57,hombre,Murcia,Cehegín,find de semana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1035.jpg,38.0925078,-1.7987525
Desiree Darcy,83,mujer,Las_palmas,Teror,find de semana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/511.jpg,28.0590002,-15.5475653
Mone Ojuez,65,mujer,Pontevedra,Marín,find de semana,noche,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1326.jpg,38.0409144,-122.6199638
Charlie Manils,73,mujer,Leon,Santa marina del rey,estresemana,tarde,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1251.jpg,42.513174,-5.8591186
Jacquline Orhue,75,mujer,Cordoba,Hinojosa del duque,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1106.jpg,38.5004276,-5.148021
Meisha Leoniza,63,hombre,Guadalajara,Tórtola de henares,find de semana,tarde,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/498.jpg,40.7066484,-3.1242146
Joleen Srhiyer,78,hombre,Melilla,Melilla,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/137.jpg,35.29291145,-2.950720236037561
Cutler Emergui,51,mujer,Cuenca,Horcajo de santiago,find de semana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/653.jpg,39.8421603,-2.9973736
Michela Adrogue,36,mujer,Ceuta,Ceuta,estresemana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/621.jpg,35.89442195,-5.355817352394269
Linton Morrio,21,mujer,Ciudad_real,San carlos del valle,find de semana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1518.jpg,38.8443306,-3.2416783
Blain Sanchez valladares,43,hombre,Soria,Abejar,find de semana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/472.jpg,41.8076969,-2.785771
Nelvin Bahar,43,mujer,Huelva,Escacena del campo,estresemana,mañana,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/982.jpg,37.4088438,-6.3896302
Mose Corcos,93,mujer,Salamanca,Sando,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/929.jpg,40.9684419,-6.1109973
Caraline Nakir,60,mujer,Cordoba,Villanueva del duque,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1421.jpg,38.3932039,-4.9995818
Min Hebra,72,hombre,Zamora,Bretocino,estresemana,mañana,bar,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1060.jpg,41.8847648,-5.7530596
Nita Dittmann,34,mujer,Sevilla,Gilena,estresemana,noche,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1098.jpg,37.2516267,-4.9154115
Martinique Fieschi,77,hombre,Palencia,Villamuera de la cueza,estresemana,tarde,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/105.jpg,42.2588686,-4.6881539
Krysten Janicki,82,hombre,Guipuzcoa,Andoain,estresemana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/472.jpg,43.2183411,-2.0199432
Adrianna Borrouhu,53,hombre,Salamanca,Puebla de san medel,find de semana,noche,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1503.jpg,40.5118883,-5.7377132
Jerica Garaicoa,98,mujer,Vizcaya,Murueta,estresemana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/133.jpg,43.3514766,-2.6811763
Doyle Lepage,33,mujer,Valladolid,Fontihoyuelo,find de semana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1680.jpg,42.1620231,-5.057964
Stevan Jimenez castellanos,58,hombre,Ceuta,Ceuta,estresemana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/936.jpg,35.89442195,-5.355817352394269
Davonne Torregrossa,33,hombre,Cuenca,Casas de guijarro,find de semana,tarde,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/327.jpg,39.3458137,-2.1641211
Keandrea Velaz de medrano,37,hombre,Palencia,Cevico de la torre,find de semana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/644.jpg,41.8515571,-4.4093299
Tomekia Bourazma,91,mujer,A_coruna,Oza dos ríos,estresemana,tarde,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/886.jpg,43.2150697,-8.1859732
Nickey Boumlik,60,mujer,Pontevedra,Crecente,find de semana,noche,disco,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1965.jpg,42.1516954,-8.2239168
Georganne Golobart,95,hombre,Navarra,Bertizarana,find de semana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/684.jpg,43.13535845,-1.6302373972002215
Jardin Olazaguirre,24,hombre,Islas_baleares,Binissalem,find de semana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1114.jpg,39.6889279,2.8420532
Deisy Nowakowska,47,hombre,Cantabria,Santander,estresemana,mañana,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/663.jpg,43.4620412,-3.8099719
Farshad Laiti,87,mujer,La_rioja,Autol,find de semana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/755.jpg,42.2130714,-2.0057815
Anai Reinders,62,hombre,Almeria,Paterna del río,estresemana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/973.jpg,37.0216846,-2.9526235
Lean Alzallu,31,mujer,Vizcaya,Meñaka,estresemana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/20.jpg,43.3627405,-2.8023477
Juluis Dalla,26,hombre,Caceres,Guijo de santa bárbara,find de semana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1461.jpg,40.1537919,-5.6553025
Shamir Villaveiran,70,hombre,Almeria,Sorbas,estresemana,noche,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1541.jpg,37.098183,-2.1239548
Shea Elasri,65,hombre,Badajoz,Mérida,find de semana,noche,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1431.jpg,38.9174665,-6.3443977
Karalynn Lasota,98,hombre,Malaga,Pizarra,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1742.jpg,36.766795,-4.707687
Mecaela Avanzini,49,hombre,Avila,Langa,estresemana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/959.jpg,41.0076625,-4.8587225
Dinorah Gariburo,92,hombre,Salamanca,Cantalpino,estresemana,tarde,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/507.jpg,41.0525942,-5.329936
Gyna Rossignol,94,hombre,Alicante,Tàrbena,find de semana,mañana,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/861.jpg,38.6936688,-0.1020792
Analisa Stoenescu,63,hombre,Ourense,Lobios,estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1896.jpg,41.901747,-8.0840143
Jaquan Carbu,41,mujer,Cuenca,Cardenete,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1949.jpg,39.7661577,-1.6886942
Telesha Mangan,67,hombre,Badajoz,Cabeza del buey,estresemana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/916.jpg,38.721445,-5.2193739
Mylene Capseta,24,hombre,Cuenca,Fuente de pedro naharro,find de semana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/670.jpg,39.922986,-3.0115776
Shaunn Hijes,67,hombre,Segovia,Navalilla,estresemana,noche,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1970.jpg,41.3415237,-3.9334828
Sanjuana Iñarritu,79,mujer,Huelva,Santa bárbara de casa,find de semana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1260.jpg,37.7956688,-7.1885793
Valery Susunaga,75,hombre,Lugo,Friol,estresemana,tarde,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1024.jpg,43.0303761,-7.7939267
Randolph Pfeifer,59,mujer,Cordoba,Villa del río,find de semana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/902.jpg,37.980817,-4.2916403
Khayyam Dragoescu,58,mujer,Melilla,Melilla,find de semana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1482.jpg,35.29291145,-2.950720236037561
Keyonda Belmir,92,hombre,Melilla,Melilla,estresemana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1533.jpg,35.29291145,-2.950720236037561
Nathanael Hadaoui,84,mujer,Huelva,Cumbres de enmedio,estresemana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/322.jpg,38.0731247,-6.6935095
Deshanna Irigoras,52,mujer,Huesca,Pertusa,find de semana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1178.jpg,42.0027612,-0.1263732
Rosann Maymon,43,hombre,Asturias,Oviedo,find de semana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1437.jpg,43.3604218,-5.8450534
Kacia Natea,27,hombre,La_rioja,Arenzana de arriba,find de semana,mañana,disco,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/75.jpg,42.388468,-2.695645
Willis Trapp,38,hombre,Vizcaya,Sestao,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/514.jpg,43.309341,-3.0074501
Nieves Quiala,46,hombre,Ciudad_real,Villanueva de san carlos,estresemana,tarde,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1981.jpg,38.6219329,-3.9089996
Ismail Respuela,96,hombre,Jaen,Jaén,estresemana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1270.jpg,37.9557275,-3.492055612037218
Lameisha Chkhibou,53,hombre,Burgos,Zael,estresemana,noche,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1737.jpg,42.1098268,-3.824322
Bladimir Muratori,60,hombre,Salamanca,Horcajo medianero,estresemana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/531.jpg,40.6393197,-5.4057376
Kamaria Takkal,97,mujer,Almeria,Terque,estresemana,noche,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/136.jpg,36.9834887,-2.5970792
Thompson Costantino,86,hombre,Valladolid,Quintanilla de onésimo,estresemana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1728.jpg,41.6258997,-4.3627746
Cheng Zanchi,83,mujer,Teruel,Tramacastiel,estresemana,tarde,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/643.jpg,40.1883603,-1.2401816
Oluwakemi Van der meulen,94,mujer,Barcelona,Vallcebre,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/426.jpg,42.2036044,1.818818
Kathlynn Cosconera,74,mujer,Burgos,Frandovínez,find de semana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1584.jpg,42.3097248,-3.8376636
Rochelle Convalia,84,hombre,Cadiz,Paterna de rivera,estresemana,mañana,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/473.jpg,36.5229634,-5.864702
Mykisha Ait alla,84,hombre,Navarra,Bidaurreta,find de semana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/663.jpg,42.7753457,-1.8350395
Takina Sueldo,50,mujer,Toledo,Aldeanueva de barbarroya,find de semana,noche,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/464.jpg,39.7605277,-5.0240869
Refugio Demchenko,61,mujer,Cantabria,Marina de cudeyo,estresemana,mañana,disco,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/981.jpg,43.4195639,-3.749259321692027
Deatra Laycock,42,mujer,Burgos,Fresneña,estresemana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/604.jpg,42.4141555,-3.134669
Katielynn Saenz de san pedro,43,hombre,Sevilla,Coria del río,find de semana,noche,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/440.jpg,37.2892112,-6.0535287
Amisha Pate,77,hombre,Toledo,Malpica de tajo,estresemana,mañana,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/300.jpg,39.8946197,-4.54845
Jonte El garni,99,hombre,Barcelona,"Masies de voltregà, les",find de semana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1547.jpg,42.0288433,2.22439
Felicita Lonca,80,mujer,Cadiz,Tarifa,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/738.jpg,36.0129082,-5.6050213
Chazz South,81,hombre,Santa_cruz_de_tenerife,Tegueste,estresemana,mañana,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1321.jpg,28.5232609,-16.3407638
Fausto Giadanes,57,hombre,Ceuta,Ceuta,find de semana,tarde,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1609.jpg,35.89442195,-5.355817352394269
Leane Egoavil,52,mujer,Granada,Cenes de la vega,estresemana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/81.jpg,37.1600004,-3.5390463
Kailah Marchuk,98,mujer,Cadiz,Cádiz,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1932.jpg,36.5297438,-6.2928976
